record_id,crop_name,layer_number,depth_start_cm,depth_end_cm,ph,ec_ds_m,organic_carbon_pct,available_n_kg_ha,available_p_kg_ha,available_k_kg_ha,sulphur_ppm,zinc_ppm,iron_ppm,soil_texture,n_status,p_status,k_status,n_requirement_kg_acre,p_requirement_kg_acre,k_requirement_kg_acre,rec_urea_kg_acre,rec_dap_kg_acre,rec_mop_kg_acre,rec_ssp_kg_acre,rec_zinc_sulphate_kg_acre,rec_gypsum_kg_acre,priority_nutrient,caution_flag,provenance_source,provenance_citation
SOIL_REC_01822,Tomato,1,0,15,5.97,2.4,0.5,535.3,35.8,96.5,24.6,0.3,6.29,Alluvial,Medium,High,Low,48.0,0.0,40.0,104.3,0.0,80.0,0.0,0.0,0.0,Potassium,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01823,Tomato,2,15,30,8.55,2.54,0.4,446.5,19.0,124.5,7.8,1.56,6.97,Alluvial,Medium,Medium,Low,48.0,32.0,40.0,77.2,69.6,80.0,0.0,0.0,0.0,Potassium,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01824,Tomato,3,30,60,6.09,0.62,0.34,142.0,18.1,186.8,4.1,0.34,7.44,Alluvial,Low,Medium,Medium,60.0,32.0,32.0,130.4,0.0,53.3,200.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01825,Tomato,1,0,15,6.1,1.99,0.83,240.2,11.7,241.1,14.9,1.69,11.28,Alluvial,Low,Medium,Medium,55.2,32.0,32.0,120.0,0.0,53.3,200.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01826,Tomato,2,15,30,8.12,1.17,0.46,112.1,15.6,219.4,23.5,1.72,3.37,Alluvial,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,53.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01827,Tomato,3,30,60,7.4,2.73,0.36,271.0,21.6,64.7,26.9,0.34,4.27,Alluvial,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,80.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01828,Tomato,1,0,15,7.97,0.31,0.49,593.5,42.2,248.6,27.0,0.42,2.92,Sandy loam,High,High,Medium,19.2,0.0,32.0,41.7,0.0,53.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01829,Tomato,2,15,30,7.03,2.31,0.54,345.2,4.6,198.1,29.4,1.53,8.71,Sandy loam,Medium,Low,Medium,48.0,41.6,32.0,68.9,90.4,64.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01830,Tomato,3,30,60,8.39,1.69,0.22,237.8,17.7,85.9,22.1,1.48,7.46,Sandy loam,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,66.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01831,Tomato,1,0,15,7.46,1.69,0.97,326.1,11.5,182.6,30.8,1.43,6.43,Black soil,Medium,Medium,Medium,43.2,32.0,32.0,66.7,69.6,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01832,Tomato,2,15,30,7.92,2.69,0.68,283.0,8.9,195.5,26.5,1.5,3.29,Black soil,Medium,Low,Medium,48.0,41.6,32.0,68.9,90.4,64.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01833,Tomato,3,30,60,8.48,2.09,0.11,124.5,4.0,108.3,19.7,1.18,4.61,Black soil,Low,Low,Low,60.0,41.6,40.0,95.0,90.4,80.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01834,Tomato,1,0,15,5.73,2.52,0.35,560.8,39.2,219.6,11.2,1.42,10.33,Loam,High,High,Medium,19.2,0.0,32.0,41.7,0.0,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01835,Tomato,2,15,30,6.61,2.59,0.41,112.7,31.7,331.8,16.2,1.39,6.75,Loam,Low,High,Medium,60.0,0.0,32.0,130.4,0.0,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01836,Tomato,3,30,60,7.44,0.77,0.42,122.8,9.3,142.5,9.5,0.69,4.18,Loam,Low,Low,Low,60.0,41.6,40.0,95.0,90.4,66.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01837,Tomato,1,0,15,6.76,2.75,1.01,604.5,18.5,419.4,19.1,0.73,3.0,Loam,High,Medium,High,14.4,32.0,0.0,4.1,69.6,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01838,Tomato,2,15,30,8.19,2.61,0.61,237.6,18.6,158.1,6.2,1.74,4.01,Loam,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01839,Tomato,3,30,60,7.36,2.1,0.08,68.5,22.7,207.4,13.1,0.27,8.47,Loam,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01840,Tomato,1,0,15,7.91,1.93,0.72,564.7,10.2,120.0,6.8,1.45,11.44,Clay loam,High,Medium,Low,19.2,32.0,40.0,14.6,69.6,66.7,0.0,0.0,0.0,Potassium,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01841,Tomato,2,15,30,5.81,2.76,0.13,213.2,13.8,322.0,23.1,0.29,9.18,Clay loam,Low,Medium,Medium,60.0,32.0,32.0,130.4,0.0,64.0,200.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01842,Tomato,3,30,60,6.06,0.26,0.42,152.7,7.9,192.2,30.1,1.32,3.29,Clay loam,Low,Low,Medium,60.0,41.6,32.0,130.4,0.0,53.3,260.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01843,Tomato,1,0,15,8.79,2.52,0.78,211.1,43.8,372.6,29.2,0.77,11.64,Loam,Low,High,High,60.0,0.0,0.0,130.4,0.0,0.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01844,Tomato,2,15,30,5.53,2.44,0.65,352.4,6.1,153.8,13.4,1.58,11.34,Loam,Medium,Low,Medium,48.0,41.6,32.0,104.3,0.0,64.0,260.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01845,Tomato,3,30,60,8.49,1.1,0.45,231.6,15.4,124.2,28.9,0.74,6.66,Loam,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,66.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01846,Tomato,1,0,15,8.65,1.48,0.88,472.1,41.5,256.9,19.4,1.69,9.23,Sandy loam,Medium,High,Medium,43.2,0.0,32.0,93.9,0.0,53.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01847,Tomato,2,15,30,7.45,1.15,0.13,176.5,28.2,85.3,4.3,0.83,11.6,Sandy loam,Low,High,Low,60.0,0.0,40.0,130.4,0.0,66.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01848,Tomato,3,30,60,7.55,2.72,0.44,63.1,17.5,149.2,4.1,0.76,11.41,Sandy loam,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01849,Tomato,1,0,15,6.91,1.52,0.81,500.2,8.7,285.4,21.6,1.66,11.58,Loam,Medium,Low,Medium,43.2,41.6,32.0,58.5,90.4,53.3,0.0,0.0,0.0,Phosphorus,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01850,Tomato,2,15,30,8.77,1.08,0.55,424.5,34.7,164.5,25.3,0.59,6.05,Loam,Medium,High,Medium,48.0,0.0,32.0,104.3,0.0,53.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01851,Tomato,3,30,60,7.37,0.58,0.25,77.7,4.2,218.5,19.9,1.12,8.62,Loam,Low,Low,Medium,60.0,41.6,32.0,95.0,90.4,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01852,Tomato,1,0,15,7.38,2.65,1.01,393.7,9.1,229.3,16.3,0.62,9.89,Black soil,Medium,Low,Medium,43.2,41.6,32.0,58.5,90.4,64.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01853,Tomato,2,15,30,8.45,2.79,0.47,350.4,8.4,307.7,10.1,0.51,10.56,Black soil,Medium,Low,Medium,48.0,41.6,32.0,68.9,90.4,64.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01854,Tomato,3,30,60,6.51,2.02,0.54,275.5,3.4,115.7,16.8,1.41,10.54,Black soil,Low,Low,Low,60.0,41.6,40.0,95.0,90.4,80.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01855,Tomato,1,0,15,6.58,0.77,0.75,534.2,9.1,166.5,14.6,0.61,11.04,Clay loam,Medium,Low,Medium,48.0,41.6,32.0,68.9,90.4,53.3,0.0,0.0,0.0,Phosphorus,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01856,Tomato,2,15,30,6.11,0.47,0.5,158.9,6.4,117.9,30.5,1.32,3.92,Clay loam,Low,Low,Low,60.0,41.6,40.0,130.4,0.0,66.7,260.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01857,Tomato,3,30,60,8.1,1.0,0.48,77.4,18.5,50.8,5.1,1.63,6.51,Clay loam,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,66.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01858,Tomato,1,0,15,5.65,0.84,0.76,599.5,29.3,239.0,11.1,0.22,10.92,Red soil,High,High,Medium,19.2,0.0,32.0,41.7,0.0,53.3,0.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01859,Tomato,2,15,30,5.88,1.2,0.43,388.0,23.9,69.3,29.1,0.74,11.77,Red soil,Medium,Medium,Low,48.0,32.0,40.0,104.3,0.0,66.7,200.0,0.0,0.0,Potassium,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01860,Tomato,3,30,60,8.51,1.07,0.49,200.6,19.6,142.7,13.1,1.1,4.27,Red soil,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,66.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01861,Tomato,1,0,15,7.46,1.74,0.55,203.7,7.9,433.2,10.7,1.27,10.88,Loam,Low,Low,High,60.0,41.6,0.0,95.0,90.4,0.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01862,Tomato,2,15,30,8.13,2.5,0.21,228.8,20.9,88.5,16.9,0.94,2.73,Loam,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,80.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01863,Tomato,3,30,60,7.47,0.2,0.29,82.7,10.2,74.2,24.0,1.08,4.22,Loam,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,66.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01864,Tomato,1,0,15,7.81,0.64,0.76,424.0,33.7,114.3,29.4,1.04,3.68,Black soil,Medium,High,Low,48.0,0.0,40.0,104.3,0.0,66.7,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01865,Tomato,2,15,30,7.39,1.47,0.12,227.3,7.5,96.2,7.1,0.9,7.59,Black soil,Low,Low,Low,60.0,41.6,40.0,95.0,90.4,66.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01866,Tomato,3,30,60,6.6,1.63,0.42,280.2,14.9,128.5,31.2,0.47,9.06,Black soil,Medium,Medium,Low,48.0,32.0,40.0,77.2,69.6,66.7,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01867,Tomato,1,0,15,7.33,0.32,0.2,616.2,20.3,175.1,19.0,1.49,8.24,Black soil,High,Medium,Medium,19.2,32.0,32.0,14.6,69.6,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01868,Tomato,2,15,30,6.21,1.62,0.38,443.5,20.5,224.6,29.2,1.49,5.12,Black soil,Medium,Medium,Medium,48.0,32.0,32.0,77.2,69.6,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01869,Tomato,3,30,60,8.67,1.01,0.1,84.0,13.8,75.3,25.1,0.46,3.01,Black soil,Low,Medium,Low,60.0,32.0,40.0,103.3,69.6,66.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01870,Tomato,1,0,15,6.21,0.97,0.27,583.3,47.1,138.7,30.5,0.29,3.34,Alluvial,High,High,Low,19.2,0.0,40.0,41.7,0.0,66.7,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01871,Tomato,2,15,30,6.42,2.77,0.58,364.2,33.6,299.8,24.9,0.31,11.75,Alluvial,Medium,High,Medium,48.0,0.0,32.0,104.3,0.0,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01872,Tomato,3,30,60,8.66,1.7,0.41,235.3,17.1,177.4,24.6,0.4,8.52,Alluvial,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,53.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01873,Tomato,1,0,15,6.41,2.06,0.29,546.2,11.5,248.0,14.1,1.69,9.11,Sandy loam,Medium,Medium,Medium,48.0,32.0,32.0,77.2,69.6,64.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01874,Tomato,2,15,30,5.84,1.17,0.25,426.9,28.4,203.4,15.7,1.62,6.37,Sandy loam,Medium,High,Medium,48.0,0.0,32.0,104.3,0.0,53.3,0.0,0.0,0.0,Nitrogen,ACIDIC_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01875,Tomato,3,30,60,6.81,0.21,0.54,74.4,18.0,152.1,30.2,0.9,6.87,Sandy loam,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,53.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01876,Tomato,1,0,15,8.48,0.45,0.66,186.0,9.0,98.3,8.5,1.16,6.45,Black soil,Low,Low,Low,60.0,41.6,40.0,95.0,90.4,66.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01877,Tomato,2,15,30,8.42,1.98,0.64,266.1,16.4,231.7,28.1,0.45,9.62,Black soil,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,53.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01878,Tomato,3,30,60,7.25,0.51,0.45,125.9,20.7,178.5,27.0,0.31,6.18,Black soil,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01879,Tomato,1,0,15,6.0,0.41,0.98,589.4,23.6,95.0,5.6,0.85,10.91,Loam,High,Medium,Low,14.4,32.0,40.0,31.3,0.0,66.7,200.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01880,Tomato,2,15,30,8.7,1.29,0.8,237.5,34.6,304.3,5.1,0.57,6.24,Loam,Low,High,Medium,60.0,0.0,32.0,130.4,0.0,53.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01881,Tomato,3,30,60,6.0,1.68,0.46,150.5,4.3,149.6,25.8,1.45,5.35,Loam,Low,Low,Medium,60.0,41.6,32.0,130.4,0.0,53.3,260.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01882,Tomato,1,0,15,6.96,1.32,1.08,462.4,31.4,157.9,10.3,0.87,2.58,Sandy loam,Medium,High,Medium,43.2,0.0,32.0,93.9,0.0,53.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01883,Tomato,2,15,30,7.64,1.18,0.44,138.6,9.8,103.9,28.7,0.39,5.31,Sandy loam,Low,Low,Low,60.0,41.6,40.0,95.0,90.4,66.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01884,Tomato,3,30,60,5.98,0.76,0.27,94.4,20.4,106.8,22.3,1.31,5.03,Sandy loam,Low,Medium,Low,60.0,32.0,40.0,130.4,0.0,66.7,200.0,0.0,0.0,Nitrogen,ACIDIC_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01885,Tomato,1,0,15,5.83,1.54,0.64,563.1,7.7,354.6,30.6,1.15,9.03,Loam,High,Low,High,19.2,41.6,0.0,41.7,0.0,0.0,260.0,0.0,0.0,Phosphorus,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01886,Tomato,2,15,30,5.82,1.82,0.4,329.8,27.3,312.5,23.9,1.25,7.92,Loam,Medium,High,Medium,48.0,0.0,32.0,104.3,0.0,53.3,0.0,0.0,0.0,Nitrogen,ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01887,Tomato,3,30,60,6.75,0.77,0.34,261.2,21.6,174.6,30.9,0.65,6.88,Loam,Low,Medium,Medium,60.0,32.0,32.0,103.3,69.6,53.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
